id_kandidat,cv_text,id_lowongan,job_desc,label
C0470,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai Python.",L010,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 1 tahun.",1
C0471,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Python.",L001,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 6 tahun.",0
C0472,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L002,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 5 tahun.",0
C0473,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEM.,L003,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 6 tahun.",0
C0474,Pengalaman 5 tahun sebagai admin dengan kemampuan Inventory Control.,L004,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 6 tahun.",0
C0475,Pengalaman 5 tahun sebagai admin dengan kemampuan Email Management.,L005,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 8 tahun.",0
C0476,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai React.",L006,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 2 tahun.",1
C0477,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan Pandas.",L007,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 6 tahun.",0
C0478,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Accurate.",L008,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 5 tahun.",1
C0479,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L009,"Staff Administrasi dibutuhkan, harus menguasai ERP, pengalaman minimal 4 tahun.",0
C0480,Pengalaman 2 tahun sebagai admin dengan kemampuan ERP.,L010,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 5 tahun.",0
C0481,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai Python.",L001,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 2 tahun.",0
C0482,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Pandas.",L002,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 5 tahun.",0
C0483,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai Node.js.",L003,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 4 tahun.",0
C0484,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Tax Reporting.",L004,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 5 tahun.",1
C0485,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L005,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 2 tahun.",0
C0486,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Excel.",L006,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 5 tahun.",1
C0487,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Tableau.",L007,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 5 tahun.",1
C0488,Pengalaman 2 tahun sebagai admin dengan kemampuan Microsoft Excel.,L008,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 2 tahun.",1
C0489,Pengalaman 1 tahun sebagai admin dengan kemampuan Filing System.,L009,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 3 tahun.",0
C0490,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Spring Boot.",L010,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 6 tahun.",0
C0491,Pengalaman 4 tahun sebagai admin dengan kemampuan ERP.,L001,"Staff Administrasi dibutuhkan, harus menguasai ERP, pengalaman minimal 4 tahun.",1
C0492,Pengalaman 4 tahun sebagai admin dengan kemampuan ERP.,L002,"Staff Administrasi dibutuhkan, harus menguasai ERP, pengalaman minimal 4 tahun.",1
C0493,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Spring Boot.",L003,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 3 tahun.",0
C0494,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada SEM.,L004,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 3 tahun.",0
C0495,Pengalaman 2 tahun sebagai admin dengan kemampuan Microsoft Excel.,L005,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 4 tahun.",0
C0496,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan MYOB.",L006,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 5 tahun.",1
C0497,Pengalaman 5 tahun sebagai admin dengan kemampuan Filing System.,L007,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 5 tahun.",1
C0498,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan SAP.",L008,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 5 tahun.",0
C0499,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan Tableau.",L009,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 3 tahun.",1
C0500,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Excel.",L010,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 3 tahun.",0
C0501,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L001,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 4 tahun.",0
C0502,Pengalaman 3 tahun sebagai admin dengan kemampuan Microsoft Excel.,L002,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 4 tahun.",0
C0503,"Lulusan Akuntansi dengan pengalaman 4 tahun, terbiasa dengan Tax Reporting.",L003,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 7 tahun.",0
C0504,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan MYOB.",L004,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 6 tahun.",0
C0505,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Pandas.",L005,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 5 tahun.",1
C0506,"Lulusan Akuntansi dengan pengalaman 4 tahun, terbiasa dengan Accurate.",L006,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 7 tahun.",0
C0507,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Pandas.",L007,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 8 tahun.",0
C0508,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Excel.",L008,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 5 tahun.",1
C0509,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Node.js.",L009,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 3 tahun.",1
C0510,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Python.",L010,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 4 tahun.",1
C0511,Pengalaman 4 tahun sebagai admin dengan kemampuan Filing System.,L001,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 7 tahun.",0
C0512,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan SAP.",L002,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 1 tahun.",1
C0513,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Tableau.",L003,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 5 tahun.",0
C0514,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Pandas.",L004,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 1 tahun.",1
C0515,"Lulusan Akuntansi dengan pengalaman 4 tahun, terbiasa dengan SAP.",L005,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 4 tahun.",1
C0516,Pengalaman 5 tahun sebagai admin dengan kemampuan Microsoft Excel.,L006,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 6 tahun.",0
C0517,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEO.,L007,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 6 tahun.",0
C0518,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Python.",L008,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 2 tahun.",0
C0519,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada SEM.,L009,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 7 tahun.",0
C0520,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai Python.",L010,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 3 tahun.",0
C0521,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Python.",L001,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 4 tahun.",0
C0522,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada SEM.,L002,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 1 tahun.",1
C0523,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Spring Boot.",L003,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 4 tahun.",0
C0524,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L004,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 1 tahun.",1
C0525,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Excel.",L005,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 6 tahun.",0
C0526,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Excel.",L006,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 1 tahun.",1
C0527,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada SEO.,L007,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 4 tahun.",0
C0528,Pengalaman 4 tahun sebagai admin dengan kemampuan Email Management.,L008,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 4 tahun.",1
C0529,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Java.",L009,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 7 tahun.",0
C0530,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Excel.",L010,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 4 tahun.",1
C0531,Pengalaman 4 tahun sebagai admin dengan kemampuan Inventory Control.,L001,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 7 tahun.",0
C0532,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Node.js.",L002,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 3 tahun.",0
C0533,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Pandas.",L003,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 2 tahun.",0
C0534,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Python.",L004,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 8 tahun.",0
C0535,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan MYOB.",L005,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 2 tahun.",1
C0536,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEM.,L006,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 4 tahun.",0
C0537,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan Excel.",L007,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 3 tahun.",1
C0538,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEO.,L008,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 3 tahun.",1
C0539,Pengalaman 1 tahun sebagai admin dengan kemampuan Filing System.,L009,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 4 tahun.",0
C0540,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Spring Boot.",L010,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 5 tahun.",0
C0541,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Excel.",L001,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 5 tahun.",0
C0542,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Java.",L002,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 5 tahun.",0
C0543,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Pandas.",L003,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 8 tahun.",0
C0544,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L004,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 4 tahun.",1
C0545,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L005,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 4 tahun.",0
C0546,Pengalaman 2 tahun sebagai admin dengan kemampuan Inventory Control.,L006,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 3 tahun.",0
C0547,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Node.js.",L007,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 6 tahun.",0
C0548,Pengalaman 4 tahun sebagai admin dengan kemampuan ERP.,L008,"Staff Administrasi dibutuhkan, harus menguasai ERP, pengalaman minimal 4 tahun.",1
C0549,Pengalaman 1 tahun sebagai admin dengan kemampuan Email Management.,L009,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 1 tahun.",1
C0550,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai React.",L010,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 8 tahun.",0
C0551,Pengalaman 3 tahun sebagai admin dengan kemampuan Email Management.,L001,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 6 tahun.",0
C0552,Pengalaman 3 tahun sebagai admin dengan kemampuan Inventory Control.,L002,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 3 tahun.",1
C0553,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan Tax Reporting.",L003,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 4 tahun.",0
C0554,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Python.",L004,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 7 tahun.",0
C0555,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Python.",L005,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 5 tahun.",0
C0556,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan MYOB.",L006,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 8 tahun.",0
C0557,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEM.,L007,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 6 tahun.",0
C0558,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Pandas.",L008,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 3 tahun.",0
C0559,Pengalaman 4 tahun sebagai admin dengan kemampuan Microsoft Excel.,L009,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 7 tahun.",0
C0560,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan Pandas.",L010,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 5 tahun.",0
C0561,Pengalaman 3 tahun sebagai admin dengan kemampuan Email Management.,L001,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 3 tahun.",1
C0562,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Pandas.",L002,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 4 tahun.",0
C0563,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Python.",L003,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 5 tahun.",1
C0564,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Accurate.",L004,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 3 tahun.",0
C0565,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L005,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 6 tahun.",0
C0566,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan SQL.",L006,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 1 tahun.",1
C0567,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Java.",L007,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 3 tahun.",0
C0568,Pengalaman 5 tahun sebagai admin dengan kemampuan Filing System.,L008,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 5 tahun.",1
C0569,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan Excel.",L009,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 5 tahun.",0
C0570,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L010,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 2 tahun.",1
C0571,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L001,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 4 tahun.",1
C0572,Pengalaman 5 tahun sebagai admin dengan kemampuan Filing System.,L002,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 6 tahun.",0
C0573,Pengalaman 5 tahun sebagai admin dengan kemampuan Filing System.,L003,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 8 tahun.",0
C0574,Pengalaman 5 tahun sebagai admin dengan kemampuan Filing System.,L004,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 5 tahun.",1
C0575,"Lulusan Akuntansi dengan pengalaman 4 tahun, terbiasa dengan Accurate.",L005,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 4 tahun.",1
C0576,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L006,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 4 tahun.",0
C0577,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L007,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 6 tahun.",0
C0578,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Node.js.",L008,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 4 tahun.",0
C0579,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L009,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 1 tahun.",1
C0580,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L010,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 4 tahun.",0
C0581,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Accurate.",L001,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 4 tahun.",0
C0582,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L002,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 4 tahun.",1
C0583,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai Java.",L003,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 7 tahun.",0
C0584,Pengalaman 4 tahun sebagai admin dengan kemampuan Email Management.,L004,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 4 tahun.",1
C0585,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEO.,L005,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 5 tahun.",0
C0586,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai React.",L006,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 3 tahun.",1
C0587,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan SAP.",L007,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 4 tahun.",0
C0588,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Spring Boot.",L008,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 3 tahun.",0
C0589,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Excel.",L009,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 5 tahun.",1
C0590,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Python.",L010,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 1 tahun.",1
C0591,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Accurate.",L001,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 1 tahun.",1
C0592,Pengalaman 1 tahun sebagai admin dengan kemampuan Email Management.,L002,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 4 tahun.",0
C0593,Pengalaman 3 tahun sebagai admin dengan kemampuan Inventory Control.,L003,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 3 tahun.",1
C0594,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Node.js.",L004,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 4 tahun.",0
C0595,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Excel.",L005,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 7 tahun.",0
C0596,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai React.",L006,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 4 tahun.",0
C0597,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L007,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 2 tahun.",1
C0598,Pengalaman 3 tahun sebagai admin dengan kemampuan ERP.,L008,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 5 tahun.",0
C0599,Pengalaman 5 tahun sebagai admin dengan kemampuan Filing System.,L009,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 6 tahun.",0
C0600,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai React.",L010,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 3 tahun.",0
C0601,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Pandas.",L001,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 4 tahun.",1
C0602,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Java.",L002,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 5 tahun.",0
C0603,Pengalaman 1 tahun sebagai admin dengan kemampuan ERP.,L003,"Staff Administrasi dibutuhkan, harus menguasai ERP, pengalaman minimal 1 tahun.",1
C0604,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L004,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 1 tahun.",1
C0605,Pengalaman 4 tahun sebagai admin dengan kemampuan Filing System.,L005,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 4 tahun.",1
C0606,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Tableau.",L006,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 1 tahun.",1
C0607,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Java.",L007,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 8 tahun.",0
C0608,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L008,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 3 tahun.",1
C0609,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan SAP.",L009,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 3 tahun.",0
C0610,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada SEM.,L010,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 8 tahun.",0
C0611,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai Node.js.",L001,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 1 tahun.",1
C0612,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Node.js.",L002,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 3 tahun.",0
C0613,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai React.",L003,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 2 tahun.",0
C0614,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan Python.",L004,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 3 tahun.",1
C0615,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Python.",L005,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 3 tahun.",0
C0616,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan MYOB.",L006,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 6 tahun.",0
C0617,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Excel.",L007,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 4 tahun.",0
C0618,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada SEO.,L008,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 4 tahun.",0
C0619,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan MYOB.",L009,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 5 tahun.",0
C0620,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai React.",L010,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 4 tahun.",1
C0621,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada SEO.,L001,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 8 tahun.",0
C0622,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Excel.",L002,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 4 tahun.",0
